,Unnamed: 0,left_ht,left_age,left_ace,left_df,left_svpt,left_1stIn,left_1stWon,left_2ndWon,left_SvGms,left_bpSaved,left_bpFaced,left_rank,left_rank_points,right_ht,right_age,right_ace,right_df,right_svpt,right_1stIn,right_1stWon,right_2ndWon,right_SvGms,right_bpSaved,right_bpFaced,right_rank,right_rank_points,left_name,right_name,target,tourney_date,tourney_name
65801,734.0,173.0,22.965401514645162,5.192982456140351,3.263157894736842,83.85964912280701,49.1140350877193,33.92982456140351,17.640350877192983,12.842105263157896,4.692982456140351,7.7894736842105265,29.201612903225808,1314.467741935484,188.0,24.201770626462306,5.946428571428571,3.2232142857142856,76.29464285714286,43.732142857142854,31.857142857142858,15.785714285714286,11.794642857142858,4.116071428571429,6.705357142857143,18.704918032786885,1438.2459016393443,Arnaud Clement,Nicolas Lapentti,0,2001-10-15,Stuttgart Masters
15344,327.0,180.0,28.899738890153955,3.9513513513513514,3.0864864864864865,76.90810810810811,46.85405405405405,31.816216216216215,14.778378378378378,12.037837837837838,4.1891891891891895,7.394594594594595,73.47619047619048,582.1481481481482,175.0,20.591375770021425,0.4642857142857143,1.6428571428571428,79.14285714285714,53.392857142857146,33.5,12.392857142857142,11.75,4.75,8.357142857142858,161.71428571428572,259.57142857142856,Sargis Sargsian,Marc Lopez,1,2004-06-21,Wimbledon
37357,318.0,190.0,26.634982478928205,4.510416666666667,4.53125,82.60416666666667,52.114583333333336,35.635416666666664,14.354166666666666,12.71875,4.21875,7.614583333333333,128.55555555555554,519.2393162393163,188.0,24.87176133614076,3.351437699680511,3.7891373801916934,77.84984025559105,47.498402555910545,32.43130990415335,14.763578274760384,11.996805111821086,4.354632587859425,7.498402555910543,69.31210191082802,748.9171974522293,Lukasz Kubot,Guillermo Garcia Lopez,1,2011-07-11,Stuttgart
32390,356.0,185.0,27.265889256147997,7.112709832134293,3.0191846522781773,78.9136690647482,49.23501199040767,36.39808153477218,15.093525179856115,12.50599520383693,3.726618705035971,5.942446043165468,45.87528868360277,1162.4272517321017,180.0,19.389459274471427,5.6,1.4,47.0,26.8,19.0,8.8,7.8,1.8,4.0,233.42857142857142,242.85714285714286,Radek Stepanek,Alexandr Dolgopolov,1,2010-01-03,Brisbane
47809,760.0,193.0,24.898177849307842,7.672463768115942,2.417391304347826,74.71014492753623,44.80579710144927,32.40869565217391,14.049275362318841,11.655072463768116,4.023188405797101,6.791304347826087,54.78648648648649,1138.1027027027028,,25.405065023956002,1.3333333333333333,3.0,67.33333333333333,45.666666666666664,27.0,9.0,10.0,4.666666666666667,8.666666666666666,423.76,88.56,Viktor Troicki,Daniel Garza,1,2015-02-23,Acapulco
42262,218.0,185.0,21.91043021625911,2.964234620886981,1.496423462088698,72.35336194563662,49.61802575107296,35.592274678111586,13.021459227467812,11.835479256080115,3.3419170243204577,5.05722460658083,11.32235939643347,6736.871056241426,196.0,23.26910531584492,7.559649122807017,2.457894736842105,75.3280701754386,43.79824561403509,33.49122807017544,16.54561403508772,12.180701754385964,3.4087719298245616,5.375438596491228,19.705211726384366,2332.6644951140065,Rafael Nadal,Tomas Berdych,1,2013-03-07,Indian Wells Masters
6450,442.0,,25.130732375100003,,,,,,,,,,,,,17.7002053388,,,,,,,,,,1307.0,1.0,Helge Koll Frafjord,Mait Kunnap,1,2001-04-27,Davis Cup G2 R1: EST vs NOR
6360,352.0,190.0,24.82409308691579,6.578947368421052,3.473684210526316,79.57894736842105,41.63157894736842,30.05263157894737,19.157894736842106,12.736842105263158,4.315789473684211,7.526315789473684,138.21052631578948,285.57894736842104,175.0,30.65913757700715,3.5306122448979593,1.836734693877551,78.34693877551021,49.204081632653065,34.183673469387756,15.408163265306122,12.306122448979592,3.4693877551020407,5.979591836734694,53.035714285714285,762.0535714285714,Cyril Saulnier,Byron Black,1,2001-01-01,Chennai
29746,715.0,198.0,24.86049430953967,5.139013452914798,1.7713004484304933,80.50224215246637,54.91928251121076,38.143497757847534,13.201793721973095,12.475336322869955,4.457399103139013,6.977578475336323,89.6923076923077,690.0688259109312,180.0,22.652108047790982,7.372222222222222,2.6166666666666667,82.23333333333333,45.57222222222222,33.53888888888889,18.47222222222222,12.86111111111111,3.9611111111111112,6.777777777777778,90.89573459715639,644.8483412322275,Victor Hanescu,Janko Tipsarevic,1,2009-08-23,New Haven
25321,294.0,188.0,21.64267936033729,11.355828220858896,2.2065439672801634,74.92638036809817,47.24744376278119,37.787321063394685,15.498977505112475,12.507157464212678,2.625766871165644,3.7955010224948875,21.146110056925995,2762.834914611006,190.0,21.980900712492254,5.486486486486487,2.6447876447876446,73.17374517374517,39.30501930501931,28.37837837837838,17.324324324324323,11.374517374517374,3.833976833976834,6.416988416988417,62.309963099631,671.09963099631,Andy Roddick,Jose Acasuso,1,2007-08-27,US Open
19775,754.0,185.0,27.945651511730077,5.159217877094972,3.3854748603351954,81.49162011173185,48.58659217877095,35.70391061452514,17.07262569832402,12.88268156424581,4.125698324022347,6.432960893854749,12.201570680628272,1912.892670157068,173.0,24.722453555072423,5.160535117056856,2.9063545150501673,81.68561872909699,46.79933110367893,33.03344481605351,17.648829431438127,12.638795986622073,4.34113712374582,7.301003344481606,44.12074303405573,1006.7368421052631,Tim Henman,Arnaud Clement,1,2006-01-30,Zagreb
99372,271.0,193.0,23.73061878340723,7.361111111111111,2.5462962962962963,72.27777777777777,43.28703703703704,31.199074074074073,13.819444444444445,11.23611111111111,4.032407407407407,6.671296296296297,50.791489361702126,1148.2042553191488,193.0,21.861103671297105,8.5,3.3511904761904763,78.77083333333333,46.919642857142854,34.44642857142857,15.842261904761905,12.425595238095237,3.7202380952380953,6.255952380952381,39.321739130434786,1605.7884057971014,Viktor Troicki,Gael Monfils,0,2011-08-08,Canada Masters
77792,713.0,196.0,19.31799514653636,8.89873417721519,3.962025316455696,89.22784810126582,52.379746835443036,38.44303797468354,18.68354430379747,14.075949367088608,3.7088607594936707,6.481012658227848,105.9090909090909,482.77272727272725,188.0,23.67412759407427,7.359090909090909,4.168181818181818,77.77727272727273,43.268181818181816,32.622727272727275,17.854545454545455,12.386363636363637,3.690909090909091,5.9363636363636365,52.25833333333333,1529.7791666666667,Mario Ancic,Tommy Haas,0,2004-08-16,Athens Olympics
60479,417.0,196.0,23.918645170470473,15.365180467091296,3.210191082802548,79.2271762208068,49.774946921443735,40.45859872611465,16.212314225053078,13.182590233545648,2.662420382165605,3.8450106157112525,23.65940594059406,2627.627722772277,,28.90828199864,4.1,2.3,70.3,43.45,30.1,13.45,11.5,3.15,6.25,146.9,447.45,Milos Raonic,Prajnesh Gunneswaran,1,2019-07-01,Wimbledon
58338,278.0,,22.273785078716667,3.6666666666666665,8.0,105.5,64.83333333333333,42.166666666666664,16.333333333333332,15.666666666666666,6.5,12.166666666666666,239.8,276.0,183.0,27.41768402712675,3.021333333333333,2.002666666666667,78.84266666666667,52.0,36.096,14.376,12.416,4.112,6.616,31.612987012987013,1652.2,Jason Kubler,Roberto Bautista Agut,1,2018-08-27,US Open
104499,393.0,,25.221081451071427,2.2857142857142856,4.285714285714286,79.57142857142857,47.857142857142854,27.571428571428573,14.428571428571429,11.571428571428571,6.428571428571429,11.285714285714286,145.71428571428572,368.85714285714283,180.0,22.747042143351013,7.926315789473684,2.6473684210526316,76.6842105263158,40.310526315789474,30.142105263157895,18.805263157894736,12.210526315789474,3.7842105263157895,6.336842105263158,37.42857142857143,1370.1173469387754,Matteo Viola,Alexandr Dolgopolov,0,2013-05-12,Rome Masters
87898,809.0,168.0,23.790260561688218,1.7887323943661972,2.6816901408450704,79.79718309859155,48.91830985915493,32.49577464788732,15.915492957746478,12.216901408450704,4.543661971830986,7.709859154929577,58.51570680628272,713.8743455497382,198.0,19.071592032572735,7.817204301075269,3.3225806451612905,80.20430107526882,43.075268817204304,31.903225806451612,19.043010752688172,12.473118279569892,4.043010752688172,6.537634408602151,117.55555555555556,549.2828282828283,Olivier Rochus,Marin Cilic,0,2008-10-12,Madrid Masters
86105,17.0,190.0,22.148870636552978,4.294478527607362,1.969325153374233,72.30061349693251,44.38036809815951,30.47239263803681,13.63803680981595,11.355828220858896,3.4539877300613497,6.398773006134969,61.32142857142857,664.8333333333334,183.0,20.652553932217252,6.781021897810219,2.591240875912409,76.25547445255475,46.25547445255474,33.277372262773724,15.116788321167883,11.64963503649635,4.248175182481752,6.598540145985401,66.28057553956835,658.0575539568346,Florian Mayer,Nicolas Almagro,0,2007-08-13,Cincinnati Masters
23260,235.0,190.0,23.061449539894443,4.392857142857143,3.107142857142857,83.75,49.142857142857146,32.42857142857143,16.571428571428573,12.821428571428571,4.107142857142857,8.0,163.19444444444446,302.05555555555554,183.0,25.805191700636417,6.7799352750809065,3.970873786407767,77.68284789644012,40.74433656957929,30.16504854368932,18.184466019417474,12.200647249190938,4.239482200647249,7.058252427184466,36.38670694864048,1064.3413897280966,Paul Capdeville,Nicolas Kiefer,1,2007-07-09,Newport
28029,,left_ht,left_age,left_ace,left_df,left_svpt,left_1stIn,left_1stWon,left_2ndWon,left_SvGms,left_bpSaved,left_bpFaced,left_rank,left_rank_points,right_ht,right_age,right_ace,right_df,right_svpt,right_1stIn,right_1stWon,right_2ndWon,right_SvGms,right_bpSaved,right_bpFaced,right_rank,right_rank_points,left_name,right_name,target,tourney_date,tourney_name
116073,956.0,172.0,23.40944824331748,2.4827586206896552,2.7011494252873565,82.58620689655173,53.91954022988506,34.747126436781606,14.39080459770115,12.885057471264368,4.586206896551724,8.367816091954023,123.4368932038835,576.8543689320388,208.0,31.30745371212546,19.529605263157894,3.356907894736842,83.52960526315789,54.713815789473685,45.25657894736842,15.302631578947368,13.69078947368421,2.713815789473684,3.825657894736842,56.754746835443036,988.1091772151899,Damir Dzumhur,Ivo Karlovic,0,2017-04-24,Budapest
100993,891.0,180.0,24.303574904710324,3.6986301369863015,3.2348336594911937,80.53228962818004,47.64383561643836,33.04109589041096,17.223091976516635,12.555772994129159,4.170254403131115,7.009784735812133,29.13394495412844,1674.1761467889908,185.0,21.582918561071516,2.967642526964561,1.5007704160246533,72.86440677966101,50.08474576271186,35.81818181818182,13.058551617873652,11.912172573189522,3.36979969183359,5.1248073959938365,11.955686853766617,6606.224519940916,David Nalbandian,Rafael Nadal,0,2012-03-08,Indian Wells Masters
87852,763.0,185.0,26.031485284061905,3.1578947368421053,1.4210526315789473,80.52631578947368,51.73684210526316,33.94736842105263,13.210526315789474,12.473684210526315,5.0,8.789473684210526,131.95238095238096,344.3333333333333,183.0,23.834345914745374,4.568115942028985,2.8521739130434782,75.29565217391304,43.507246376811594,30.466666666666665,15.950724637681159,11.510144927536231,4.3768115942028984,7.130434782608695,51.853092783505154,860.2809278350516,Sergio Roitman,Nicolas Massu,0,2007-01-29,Vina del Mar
21453,430.0,193.0,22.86670400099453,8.885,2.0825,83.7725,46.945,35.405,19.59,13.28,3.87,6.085,17.188636363636363,2245.365909090909,180.0,24.068612200039393,2.393939393939394,2.121212121212121,73.6969696969697,42.60606060606061,27.696969696969695,15.818181818181818,11.06060606060606,4.848484848484849,8.151515151515152,131.72727272727272,335.54545454545456,Marat Safin,Igor Kunitsyn,1,2006-10-09,Moscow
32018,985.0,180.0,27.510536237248758,3.626086956521739,3.0847826086956522,77.70652173913044,45.44130434782609,31.38695652173913,16.639130434782608,12.171739130434782,4.110869565217391,7.1152173913043475,44.471311475409834,1164.8401639344263,185.0,25.381370169874995,4.2272727272727275,2.75,73.38636363636364,40.40909090909091,27.272727272727273,16.34090909090909,11.340909090909092,3.8636363636363638,7.113636363636363,100.31818181818181,437.5681818181818,Rainer Schuettler,Simon Greul,1,2009-01-05,Chennai
71242,169.0,183.0,23.485248027676317,2.1733333333333333,2.4,75.69333333333333,47.333333333333336,30.506666666666668,13.92,11.173333333333334,5.08,8.48,79.67105263157895,518.8815789473684,175.0,20.30581793293,0.7,2.6,65.9,39.8,25.6,13.8,10.4,3.1,6.0,110.4,384.0,David Sanchez,David Ferrer,0,2002-09-09,Bucharest
39096,55.0,188.0,24.05444110988334,5.071428571428571,3.8684210526315788,78.43045112781955,54.088345864661655,37.94924812030075,12.511278195488721,12.406015037593985,4.035714285714286,6.469924812030075,32.91208791208791,1658.5641025641025,190.0,26.30907754247864,3.117229129662522,2.8880994671403197,77.43872113676731,46.761989342806395,31.769094138543515,15.422735346358792,11.968028419182948,4.373001776198934,7.4902309058614565,48.0,971.4343434343434,Fernando Verdasco,Juan Ignacio Chela,1,2012-02-27,Acapulco
295,293.0,185.0,25.638056125950005,5.95,3.45,72.1,40.9,29.0,14.7,11.2,3.75,6.7,90.85,446.9,190.0,23.68497052393871,4.290322580645161,2.4516129032258065,75.54838709677419,41.516129032258064,30.322580645161292,17.35483870967742,11.709677419354838,4.161290322580645,6.483870967741935,41.54838709677419,848.8709677419355,Adrian Voinea,Carlos Moya,1,2000-07-24,Kitzbuhel
95112,15.0,175.0,23.519043144350004,2.0210526315789474,2.642105263157895,75.26315789473684,46.2,30.51578947368421,14.43157894736842,11.715789473684211,4.389473684210526,7.768421052631579,78.1864406779661,746.4915254237288,188.0,24.656608040960858,5.869565217391305,2.0434782608695654,74.95652173913044,48.30434782608695,32.82608695652174,13.956521739130435,11.347826086956522,4.260869565217392,6.608695652173913,57.95652173913044,808.304347826087,Dudi Sela,Horacio Zeballos,0,2010-04-05,Houston
20507,485.0,180.0,21.735308497114044,3.265957446808511,2.8297872340425534,78.55585106382979,51.444148936170215,35.21808510638298,13.688829787234043,12.212765957446809,4.223404255319149,7.007978723404255,28.191326530612244,1262.390306122449,185.0,22.536599473636162,4.541871921182266,2.9655172413793105,76.77832512315271,41.118226600985224,29.11822660098522,18.458128078817733,11.950738916256158,3.7783251231527095,6.630541871921182,75.2300469483568,610.9530516431925,Tommy Robredo,Paul Henri Mathieu,1,2006-10-30,Paris Masters
45383,336.0,183.0,19.857935964699998,0.0,4.0,55.0,31.0,19.0,11.0,9.0,3.0,6.0,375.55555555555554,119.88888888888889,,22.979466119125,,,,,,,,,,449.25,83.0,Laurynas Grigelis,Ruan Roelofse,1,2014-04-04,Davis Cup G2 R2: RSA vs LTU
53254,199.0,188.0,23.948534357050793,5.4369266055045875,2.2591743119266057,77.12614678899082,49.90711009174312,36.61467889908257,15.089449541284404,12.47362385321101,3.4243119266055047,5.2213302752293576,9.884782608695652,9008.660869565218,188.0,26.14301667927678,5.3713188220230474,3.9884763124199742,79.61971830985915,53.81818181818182,38.107554417413574,13.267605633802816,12.580025608194623,4.087067861715749,6.496798975672215,34.338345864661655,1504.4812030075188,Novak Djokovic,Fernando Verdasco,1,2017-01-02,Doha
106043,936.0,,,,,,,,,,,,,,,17.3683778234,6.6,2.6,69.4,43.2,30.0,13.2,10.8,3.6,6.2,808.0,20.0,Dean Obrien,Karen Khachanov,0,2013-10-25,Davis Cup G1 PO: RUS vs RSA
121861,738.0,188.0,27.046001129549722,5.888268156424581,4.743016759776537,77.69832402234637,47.201117318435756,33.33519553072626,13.938547486033519,12.089385474860336,4.17877094972067,7.391061452513966,111.04918032786885,611.639344262295,,22.35418440426341,9.025641025641026,2.948717948717949,90.25641025641026,57.11538461538461,41.3974358974359,17.384615384615383,14.051282051282051,4.3076923076923075,6.794871794871795,119.85365853658537,701.9024390243902,Matthew Ebden,Nicolas Jarry,0,2019-05-20,Geneva
37149,110.0,188.0,24.12304223537185,10.220264317180616,2.3612334801762116,80.29955947136564,51.00440528634361,39.392070484581495,15.268722466960352,13.0,3.436123348017621,5.215859030837004,24.39075630252101,2288.63025210084,183.0,25.2583132935818,7.044145873320537,4.1036468330134355,81.55278310940498,49.71401151631478,36.97120921305182,16.408829174664106,12.91362763915547,3.834932821497121,6.019193857965451,31.739750445632797,1594.3636363636363,Jo-Wilfried Tsonga,Fernando Gonzalez,1,2011-06-20,Wimbledon
27875,846.0,185.0,19.699335310675984,4.9953271028037385,2.6682242990654204,74.52803738317758,45.73364485981308,33.35981308411215,15.116822429906541,12.014018691588785,3.2476635514018692,5.518691588785047,50.21333333333333,1156.3377777777778,185.0,23.258820972453073,8.35,4.27,86.625,47.84,35.36,19.705,13.505,4.34,7.08,60.014218009478675,790.8199052132701,Richard Gasquet,Dmitry Tursunov,1,2008-03-03,Dubai
64424,358.0,196.0,23.192334017800004,18.333333333333332,7.0,107.66666666666667,58.0,46.666666666666664,26.333333333333332,17.333333333333332,5.0,7.666666666666667,19.0,1258.0,180.0,29.719370294299996,7.333333333333333,1.6666666666666667,67.66666666666667,41.666666666666664,34.333333333333336,17.666666666666668,13.666666666666666,0.3333333333333333,1.3333333333333333,1.0,4135.0,Mark Philippoussis,Andre Agassi,0,2000-01-17,Australian Open
106313,205.0,173.0,29.900108125264733,2.5603864734299515,3.285024154589372,77.05797101449275,50.990338164251206,32.97584541062802,12.632850241545894,11.917874396135266,4.115942028985507,7.700483091787439,103.89371980676329,491.92753623188406,185.0,25.628417963082125,7.67175572519084,3.9618320610687023,83.50636132315522,47.4910941475827,34.81424936386768,18.2264631043257,12.946564885496183,4.442748091603053,7.066157760814249,65.83777239709443,874.1549636803874,Michael Russell,Dmitry Tursunov,0,2014-01-13,Australian Open
103195,90.0,188.0,23.819575633125005,3.8,4.466666666666667,81.61666666666666,50.733333333333334,32.78333333333333,14.016666666666667,12.383333333333333,4.8,9.05,132.25,508.875,183.0,23.84193474788667,2.1333333333333333,2.6,73.33333333333333,44.6,28.533333333333335,13.0,11.0,5.266666666666667,9.2,145.66666666666666,404.2,Blaz Kavcic,Roberto Bautista Agut,0,2012-12-31,Chennai
3564,559.0,185.0,26.493497604374998,8.0,5.0,77.25,42.25,29.75,16.0,11.75,3.75,7.0,540.75,46.5,183.0,30.577865071580426,6.372093023255814,5.465116279069767,79.79069767441861,43.093023255813954,32.325581395348834,17.976744186046513,12.255813953488373,4.837209302325581,7.488372093023256,99.17391304347827,414.39130434782606,Jeff Salzenstein,Jan Siemerink,1,2001-07-09,Newport
83764,679.0,183.0,22.49281314167857,3.923076923076923,2.1538461538461537,85.07692307692308,52.69230769230769,36.30769230769231,16.0,13.692307692307692,6.076923076923077,9.846153846153847,170.57142857142858,247.64285714285714,183.0,22.94830949774935,4.440476190476191,2.7023809523809526,82.06666666666666,50.75952380952381,35.50476190476191,16.914285714285715,12.814285714285715,4.359523809523809,6.904761904761905,15.013215859030836,2236.068281938326,Roko Karanusic,Juan Carlos Ferrero,0,2006-06-26,Wimbledon
21931,908.0,190.0,23.654179025018404,3.97972972972973,3.114864864864865,76.62837837837837,45.429054054054056,31.53716216216216,15.70608108108108,11.989864864864865,4.135135135135135,7.131756756756757,47.46984126984127,955.4539682539682,185.0,19.76892539354,4.2,3.6,90.8,54.4,34.2,18.0,13.2,6.8,11.2,205.8,191.8,Juan Ignacio Chela,Daniel Gimeno Traver,1,2006-02-20,Costa Do Sauipe
86912,824.0,193.0,18.201916495525,4.25,2.0,74.75,45.25,32.25,14.25,8.75,5.5,7.5,733.25,41.25,190.0,31.970536019847668,15.764705882352942,5.281512605042017,84.20588235294117,46.87394957983193,37.78991596638655,20.26890756302521,13.53781512605042,3.4453781512605044,5.092436974789916,91.2890625,490.25390625,Thiemo De Bakker,Wayne Arthurs,0,2007-06-25,Wimbledon
14899,883.0,183.0,25.648168161683554,6.402777777777778,3.4791666666666665,77.16666666666667,42.1875,31.65972222222222,17.48611111111111,12.055555555555555,3.9791666666666665,6.527777777777778,57.51315789473684,756.7763157894736,183.0,21.530334142252276,0.6756756756756757,3.0,72.32432432432432,47.91891891891892,30.37837837837838,11.486486486486486,10.72972972972973,4.5675675675675675,7.891891891891892,91.5,510.59090909090907,Agustin Calleri,Filippo Volandri,1,2004-01-05,Doha
8950,940.0,185.0,21.895961670083334,5.23943661971831,4.323943661971831,79.63380281690141,43.42253521126761,30.12676056338028,17.47887323943662,12.056338028169014,4.47887323943662,7.76056338028169,97.42857142857143,433.3333333333333,188.0,25.3393566051,7.6,11.0,123.4,69.8,49.8,22.4,18.0,8.2,12.8,187.8,208.6,Paradorn Srichaphan,Jack Brasington,1,2002-06-24,Wimbledon
113961,846.0,,23.630628217726095,4.434782608695652,6.043478260869565,89.82608695652173,52.82608695652174,36.869565217391305,18.043478260869566,12.956521739130435,5.043478260869565,8.173913043478262,185.04347826086956,314.17391304347825,178.0,24.92015100024233,3.0873563218390805,3.839080459770115,79.37471264367817,46.8183908045977,31.383908045977012,15.434482758620689,12.03448275862069,4.586206896551724,8.14712643678161,52.84934497816594,1141.4279475982532,Renzo Olivo,Fabio Fognini,0,2016-07-18,Umag
53650,595.0,,22.141804565788227,3.235294117647059,2.411764705882353,73.52941176470588,48.0,31.764705882352942,12.470588235294118,11.823529411764707,4.0,7.235294117647059,160.11764705882354,462.47058823529414,173.0,32.68797428801522,3.647727272727273,2.4886363636363638,78.02272727272727,50.54545454545455,34.13636363636363,13.977272727272727,12.011363636363637,4.170454545454546,7.079545454545454,201.3560606060606,561.5681818181819,Thiago Monteiro,Victor Estrella,1,2017-02-13,Buenos Aires
109138,27.0,185.0,20.421489808476274,4.543859649122807,2.8771929824561404,77.98245614035088,44.3859649122807,31.92982456140351,17.017543859649123,12.24561403508772,4.2105263157894735,6.912280701754386,204.96610169491527,647.7118644067797,,23.91075771477234,6.340425531914893,2.723404255319149,77.74468085106383,45.8936170212766,33.680851063829785,15.914893617021276,12.23404255319149,3.6808510638297873,6.191489361702128,87.93617021276596,632.6382978723404,Dominic Thiem,Jan Lennard Struff,0,2015-01-12,Auckland
63179,114.0,180.0,19.093513101662257,5.0212765957446805,3.5531914893617023,72.19148936170212,39.1063829787234,29.02127659574468,17.638297872340427,11.382978723404255,3.404255319148936,5.425531914893617,14.433962264150944,1503.2641509433963,175.0,21.88012975031739,4.181818181818182,1.5227272727272727,80.68181818181819,48.79545454545455,33.38636363636363,17.295454545454547,12.181818181818182,4.590909090909091,7.295454545454546,26.891304347826086,1039.9347826086957,Lleyton Hewitt,Sebastien Grosjean,0,2000-07-31,Canada Masters
83101,16.0,183.0,23.732634709339784,4.574404761904762,2.8601190476190474,75.51190476190476,43.663690476190474,30.592261904761905,16.014880952380953,11.547619047619047,4.363095238095238,7.1101190476190474,51.94694960212202,863.0397877984085,193.0,22.84395592596374,5.422680412371134,2.381443298969072,72.73195876288659,45.5360824742268,31.587628865979383,13.793814432989691,11.577319587628866,3.783505154639175,6.577319587628866,91.34313725490196,513.2745098039215,Nicolas Massu,Kristof Vliegen,0,2006-10-09,Stockholm
86846,758.0,190.0,25.59580989792516,8.945205479452055,2.23972602739726,81.9417808219178,45.17123287671233,34.51027397260274,19.42808219178082,12.907534246575343,3.6678082191780823,5.719178082191781,28.872670807453417,2401.636645962733,183.0,23.378045396526343,4.185185185185185,3.1925925925925926,80.22222222222223,46.75555555555555,31.192592592592593,16.214814814814815,12.125925925925927,5.074074074074074,8.62962962962963,86.61486486486487,519.4932432432432,Gustavo Kuerten,Flavio Saretta,0,2007-02-12,Costa Do Sauipe
